id,frontendId,title,translatedTitle,difficulty,status,paidOnly,acRate,isInMyFavorites,titleSlug,url,topicTags
2081,1959,Minimum Total Space Wasted With K Resizing Operations,K 次调整数组大小浪费的最小总空间,MEDIUM,TO_DO,False,0.5213505461767627,False,minimum-total-space-wasted-with-k-resizing-operations,https://leetcode.cn/problems/minimum-total-space-wasted-with-k-resizing-operations/description/,数组;动态规划;前缀和
1336,1960,Maximum Product of the Length of Two Palindromic Substrings,两个回文子字符串长度的最大乘积,HARD,TO_DO,False,0.34071613141380586,False,maximum-product-of-the-length-of-two-palindromic-substrings,https://leetcode.cn/problems/maximum-product-of-the-length-of-two-palindromic-substrings/description/,双指针;字符串;哈希函数;滚动哈希
2093,1961,Check If String Is a Prefix of Array,检查字符串是否为数组前缀,EASY,TO_DO,False,0.5329421333953056,False,check-if-string-is-a-prefix-of-array,https://leetcode.cn/problems/check-if-string-is-a-prefix-of-array/description/,数组;双指针;字符串
2094,1962,Remove Stones to Minimize the Total,移除石子使总数最小,MEDIUM,TO_DO,False,0.6180503561725886,False,remove-stones-to-minimize-the-total,https://leetcode.cn/problems/remove-stones-to-minimize-the-total/description/,贪心;数组;堆（优先队列）
2095,1963,Minimum Number of Swaps to Make the String Balanced,使字符串平衡的最小交换次数,MEDIUM,TO_DO,False,0.7562952922162557,False,minimum-number-of-swaps-to-make-the-string-balanced,https://leetcode.cn/problems/minimum-number-of-swaps-to-make-the-string-balanced/description/,栈;贪心;双指针;字符串
2096,1964,Find the Longest Valid Obstacle Course at Each Position,找出到每个位置为止最长的有效障碍赛跑路线,HARD,TO_DO,False,0.5079242246022411,False,find-the-longest-valid-obstacle-course-at-each-position,https://leetcode.cn/problems/find-the-longest-valid-obstacle-course-at-each-position/description/,树状数组;数组;二分查找
2110,1965,Employees With Missing Information,丢失信息的雇员,EASY,TO_DO,False,0.7080965986246754,False,employees-with-missing-information,https://leetcode.cn/problems/employees-with-missing-information/description/,数据库
2111,1966,Binary Searchable Numbers in an Unsorted Array,未排序数组中的可被二分查找的数,MEDIUM,TO_DO,True,0.5571820677035682,False,binary-searchable-numbers-in-an-unsorted-array,https://leetcode.cn/problems/binary-searchable-numbers-in-an-unsorted-array/description/,栈;数组;二分查找;单调栈
2099,1967,Number of Strings That Appear as Substrings in Word,作为子字符串出现在单词中的字符串数目,EASY,TO_DO,False,0.8024822523784227,False,number-of-strings-that-appear-as-substrings-in-word,https://leetcode.cn/problems/number-of-strings-that-appear-as-substrings-in-word/description/,数组;字符串
2085,1968,Array With Elements Not Equal to Average of Neighbors,构造元素不等于两相邻元素平均值的数组,MEDIUM,TO_DO,False,0.43000784775358053,False,array-with-elements-not-equal-to-average-of-neighbors,https://leetcode.cn/problems/array-with-elements-not-equal-to-average-of-neighbors/description/,贪心;数组;排序
2100,1969,Minimum Non-Zero Product of the Array Elements,数组元素的最小非零乘积,MEDIUM,TO_DO,False,0.43287879126029416,False,minimum-non-zero-product-of-the-array-elements,https://leetcode.cn/problems/minimum-non-zero-product-of-the-array-elements/description/,贪心;递归;数学
2101,1970,Last Day Where You Can Still Cross,你能穿过矩阵的最后一天,HARD,TO_DO,False,0.6417767951359228,False,last-day-where-you-can-still-cross,https://leetcode.cn/problems/last-day-where-you-can-still-cross/description/,深度优先搜索;广度优先搜索;并查集;数组;二分查找;矩阵
2121,1971,Find if Path Exists in Graph,寻找图中是否存在路径,EASY,TO_DO,False,0.5306790210674261,False,find-if-path-exists-in-graph,https://leetcode.cn/problems/find-if-path-exists-in-graph/description/,深度优先搜索;广度优先搜索;并查集;图
2120,1972,First and Last Call On the Same Day,同一天的第一个电话和最后一个电话,HARD,TO_DO,True,0.424305700563792,False,first-and-last-call-on-the-same-day,https://leetcode.cn/problems/first-and-last-call-on-the-same-day/description/,数据库
2126,1973,Count Nodes Equal to Sum of Descendants,值等于子节点值之和的节点数量,MEDIUM,TO_DO,True,0.4361393323657475,False,count-nodes-equal-to-sum-of-descendants,https://leetcode.cn/problems/count-nodes-equal-to-sum-of-descendants/description/,树;深度优先搜索;二叉树
2088,1974,Minimum Time to Type Word Using Special Typewriter,使用特殊打字机键入单词的最少时间,EASY,TO_DO,False,0.7331416877801599,False,minimum-time-to-type-word-using-special-typewriter,https://leetcode.cn/problems/minimum-time-to-type-word-using-special-typewriter/description/,贪心;字符串
2089,1975,Maximum Matrix Sum,最大方阵和,MEDIUM,TO_DO,False,0.5329152723489216,False,maximum-matrix-sum,https://leetcode.cn/problems/maximum-matrix-sum/description/,贪心;数组;矩阵
2090,1976,Number of Ways to Arrive at Destination,到达目的地的方案数,MEDIUM,TO_DO,False,0.4556254849555996,False,number-of-ways-to-arrive-at-destination,https://leetcode.cn/problems/number-of-ways-to-arrive-at-destination/description/,图;拓扑排序;动态规划;最短路
2091,1977,Number of Ways to Separate Numbers,划分数字的方案数,HARD,TO_DO,False,0.24350169520994522,False,number-of-ways-to-separate-numbers,https://leetcode.cn/problems/number-of-ways-to-separate-numbers/description/,字符串;动态规划;后缀数组
2127,1978,Employees Whose Manager Left the Company,上级经理已离职的公司员工,EASY,TO_DO,False,0.47458715738318913,False,employees-whose-manager-left-the-company,https://leetcode.cn/problems/employees-whose-manager-left-the-company/description/,数据库
2106,1979,Find Greatest Common Divisor of Array,找出数组的最大公约数,EASY,TO_DO,False,0.7806571449181274,False,find-greatest-common-divisor-of-array,https://leetcode.cn/problems/find-greatest-common-divisor-of-array/description/,数组;数学;数论
2107,1980,Find Unique Binary String,找出不同的二进制字符串,MEDIUM,TO_DO,False,0.6984419972469028,False,find-unique-binary-string,https://leetcode.cn/problems/find-unique-binary-string/description/,数组;哈希表;字符串;回溯
2108,1981,Minimize the Difference Between Target and Chosen Elements,最小化目标值与所选元素的差,MEDIUM,TO_DO,False,0.3875773150971339,False,minimize-the-difference-between-target-and-chosen-elements,https://leetcode.cn/problems/minimize-the-difference-between-target-and-chosen-elements/description/,数组;动态规划;矩阵
2109,1982,Find Array Given Subset Sums,从子集的和还原数组,HARD,TO_DO,False,0.49595097395491355,False,find-array-given-subset-sums,https://leetcode.cn/problems/find-array-given-subset-sums/description/,数组;哈希表;计数;排序
519,1983,Widest Pair of Indices With Equal Range Sum,范围和相等的最宽索引对,MEDIUM,TO_DO,True,0.4906567004805125,False,widest-pair-of-indices-with-equal-range-sum,https://leetcode.cn/problems/widest-pair-of-indices-with-equal-range-sum/description/,数组;哈希表;前缀和
2112,1984,Minimum Difference Between Highest and Lowest of K Scores,学生分数的最小差值,EASY,SOLVED,False,0.6529512613274553,False,minimum-difference-between-highest-and-lowest-of-k-scores,https://leetcode.cn/problems/minimum-difference-between-highest-and-lowest-of-k-scores/description/,数组;排序;滑动窗口
2113,1985,Find the Kth Largest Integer in the Array,找出数组中的第 K 大整数,MEDIUM,ATTEMPTED,False,0.44021609597203465,False,find-the-kth-largest-integer-in-the-array,https://leetcode.cn/problems/find-the-kth-largest-integer-in-the-array/description/,数组;字符串;分治;快速选择;排序;堆（优先队列）
2114,1986,Minimum Number of Work Sessions to Finish the Tasks,完成任务的最少工作时间段,MEDIUM,ATTEMPTED,False,0.3768121274560306,False,minimum-number-of-work-sessions-to-finish-the-tasks,https://leetcode.cn/problems/minimum-number-of-work-sessions-to-finish-the-tasks/description/,位运算;数组;动态规划;回溯;位掩码
2115,1987,Number of Unique Good Subsequences,不同的好子序列数目,HARD,TO_DO,False,0.5316952602500727,False,number-of-unique-good-subsequences,https://leetcode.cn/problems/number-of-unique-good-subsequences/description/,字符串;动态规划
2136,1988,Find Cutoff Score for Each School,找出每所学校的最低分数要求,MEDIUM,TO_DO,True,0.6403694439099481,False,find-cutoff-score-for-each-school,https://leetcode.cn/problems/find-cutoff-score-for-each-school/description/,数据库
1979,1989,Maximum Number of People That Can Be Caught in Tag,捉迷藏中可捕获的最大人数,MEDIUM,TO_DO,True,0.5112419700214133,False,maximum-number-of-people-that-can-be-caught-in-tag,https://leetcode.cn/problems/maximum-number-of-people-that-can-be-caught-in-tag/description/,贪心;数组;双指针
2143,1990,Count the Number of Experiments,统计实验的数量,MEDIUM,TO_DO,True,0.4909957011734635,False,count-the-number-of-experiments,https://leetcode.cn/problems/count-the-number-of-experiments/description/,数据库
2102,1991,Find the Middle Index in Array,找到数组的中间位置,EASY,TO_DO,False,0.6442293612908894,False,find-the-middle-index-in-array,https://leetcode.cn/problems/find-the-middle-index-in-array/description/,数组;前缀和
2103,1992,Find All Groups of Farmland,找到所有的农场组,MEDIUM,TO_DO,False,0.6329774614472123,False,find-all-groups-of-farmland,https://leetcode.cn/problems/find-all-groups-of-farmland/description/,深度优先搜索;广度优先搜索;数组;矩阵
2104,1993,Operations on Tree,树上的操作,MEDIUM,TO_DO,False,0.5305188824071231,False,operations-on-tree,https://leetcode.cn/problems/operations-on-tree/description/,树;深度优先搜索;广度优先搜索;设计;数组;哈希表
2105,1994,The Number of Good Subsets,好子集的数目,HARD,TO_DO,False,0.5511019722552057,False,the-number-of-good-subsets,https://leetcode.cn/problems/the-number-of-good-subsets/description/,位运算;数组;哈希表;数学;动态规划;位掩码;计数;数论
2122,1995,Count Special Quadruplets,统计特殊四元组,EASY,TO_DO,False,0.6762818169856284,False,count-special-quadruplets,https://leetcode.cn/problems/count-special-quadruplets/description/,数组;哈希表;枚举
2123,1996,The Number of Weak Characters in the Game,游戏中弱角色的数量,MEDIUM,TO_DO,False,0.4216453447965199,False,the-number-of-weak-characters-in-the-game,https://leetcode.cn/problems/the-number-of-weak-characters-in-the-game/description/,栈;贪心;数组;排序;单调栈
2124,1997,First Day Where You Have Been in All the Rooms,访问完所有房间的第一天,MEDIUM,TO_DO,False,0.44450502021716415,False,first-day-where-you-have-been-in-all-the-rooms,https://leetcode.cn/problems/first-day-where-you-have-been-in-all-the-rooms/description/,数组;动态规划
2125,1998,GCD Sort of an Array,数组的最大公因数排序,HARD,TO_DO,False,0.48951196373985456,False,gcd-sort-of-an-array,https://leetcode.cn/problems/gcd-sort-of-an-array/description/,并查集;数组;数学;数论;排序
2141,1999,Smallest Greater Multiple Made of Two Digits,最小的仅由两个数组成的倍数,MEDIUM,TO_DO,True,0.4290053151100987,False,smallest-greater-multiple-made-of-two-digits,https://leetcode.cn/problems/smallest-greater-multiple-made-of-two-digits/description/,数学;枚举
2128,2000,Reverse Prefix of Word,反转单词前缀,EASY,TO_DO,False,0.7712888331161414,False,reverse-prefix-of-word,https://leetcode.cn/problems/reverse-prefix-of-word/description/,栈;双指针;字符串
2129,2001,Number of Pairs of Interchangeable Rectangles,可互换矩形的组数,MEDIUM,TO_DO,False,0.5165950250158551,False,number-of-pairs-of-interchangeable-rectangles,https://leetcode.cn/problems/number-of-pairs-of-interchangeable-rectangles/description/,数组;哈希表;数学;计数;数论
2130,2002,Maximum Product of the Length of Two Palindromic Subsequences,两个回文子序列长度的最大乘积,MEDIUM,TO_DO,False,0.6345540191460265,False,maximum-product-of-the-length-of-two-palindromic-subsequences,https://leetcode.cn/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/description/,位运算;字符串;动态规划;回溯;位掩码
2131,2003,Smallest Missing Genetic Value in Each Subtree,每棵子树内缺失的最小基因值,HARD,TO_DO,False,0.592137945930379,False,smallest-missing-genetic-value-in-each-subtree,https://leetcode.cn/problems/smallest-missing-genetic-value-in-each-subtree/description/,树;深度优先搜索;并查集;数组;动态规划
2152,2004,The Number of Seniors and Juniors to Join the Company,职员招聘人数,HARD,TO_DO,True,0.4752615712005675,False,the-number-of-seniors-and-juniors-to-join-the-company,https://leetcode.cn/problems/the-number-of-seniors-and-juniors-to-join-the-company/description/,数据库
2153,2005,Subtree Removal Game with Fibonacci Tree,斐波那契树的移除子树游戏,HARD,TO_DO,True,0.4126547455295736,False,subtree-removal-game-with-fibonacci-tree,https://leetcode.cn/problems/subtree-removal-game-with-fibonacci-tree/description/,树;数学;动态规划;二叉树;博弈
2116,2006,Count Number of Pairs With Absolute Difference K,差的绝对值为 K 的数对数目,EASY,TO_DO,False,0.8237340093143901,False,count-number-of-pairs-with-absolute-difference-k,https://leetcode.cn/problems/count-number-of-pairs-with-absolute-difference-k/description/,数组;哈希表;计数
2117,2007,Find Original Array From Doubled Array,从双倍数组中还原原数组,MEDIUM,TO_DO,False,0.42444383031642946,False,find-original-array-from-doubled-array,https://leetcode.cn/problems/find-original-array-from-doubled-array/description/,贪心;数组;哈希表;排序
2118,2008,Maximum Earnings From Taxi,出租车的最大盈利,MEDIUM,TO_DO,False,0.5654535354990022,False,maximum-earnings-from-taxi,https://leetcode.cn/problems/maximum-earnings-from-taxi/description/,数组;哈希表;二分查找;动态规划;排序
2119,2009,Minimum Number of Operations to Make Array Continuous,使数组连续的最少操作数,HARD,TO_DO,False,0.5227998014325225,False,minimum-number-of-operations-to-make-array-continuous,https://leetcode.cn/problems/minimum-number-of-operations-to-make-array-continuous/description/,数组;哈希表;二分查找;滑动窗口
2158,2010,The Number of Seniors and Juniors to Join the Company II,职员招聘人数 II,HARD,TO_DO,True,0.645916860097067,False,the-number-of-seniors-and-juniors-to-join-the-company-ii,https://leetcode.cn/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii/description/,数据库
2137,2011,Final Value of Variable After Performing Operations,执行操作后的变量值,EASY,TO_DO,False,0.8709728776937511,False,final-value-of-variable-after-performing-operations,https://leetcode.cn/problems/final-value-of-variable-after-performing-operations/description/,数组;字符串;模拟
2138,2012,Sum of Beauty in the Array,数组美丽值求和,MEDIUM,TO_DO,False,0.5435774361635424,False,sum-of-beauty-in-the-array,https://leetcode.cn/problems/sum-of-beauty-in-the-array/description/,数组
2139,2013,Detect Squares,检测正方形,MEDIUM,TO_DO,False,0.5666980653575828,False,detect-squares,https://leetcode.cn/problems/detect-squares/description/,设计;数组;哈希表;计数;数据流
2140,2014,Longest Subsequence Repeated k Times,重复 K 次的最长子序列,HARD,TO_DO,False,0.6893203883495146,False,longest-subsequence-repeated-k-times,https://leetcode.cn/problems/longest-subsequence-repeated-k-times/description/,哈希表;双指针;字符串;回溯;计数;枚举
2142,2015,Average Height of Buildings in Each Segment,每段建筑物的平均高度,MEDIUM,TO_DO,True,0.5620272314674736,False,average-height-of-buildings-in-each-segment,https://leetcode.cn/problems/average-height-of-buildings-in-each-segment/description/,数组;前缀和;排序;堆（优先队列）
2144,2016,Maximum Difference Between Increasing Elements,增量元素之间的最大差值,EASY,TO_DO,False,0.6210586792663162,False,maximum-difference-between-increasing-elements,https://leetcode.cn/problems/maximum-difference-between-increasing-elements/description/,数组
2145,2017,Grid Game,网格游戏,MEDIUM,TO_DO,False,0.4065499105351624,False,grid-game,https://leetcode.cn/problems/grid-game/description/,数组;矩阵;前缀和
2146,2018,Check if Word Can Be Placed In Crossword,判断单词是否能放入填字游戏内,MEDIUM,TO_DO,False,0.4413730255164034,False,check-if-word-can-be-placed-in-crossword,https://leetcode.cn/problems/check-if-word-can-be-placed-in-crossword/description/,数组;枚举;矩阵
2147,2019,The Score of Students Solving Math Expression,解出数学表达式的学生分数,HARD,TO_DO,False,0.3964529331514325,False,the-score-of-students-solving-math-expression,https://leetcode.cn/problems/the-score-of-students-solving-math-expression/description/,栈;记忆化;数组;哈希表;数学;字符串;动态规划
2167,2020,Number of Accounts That Did Not Stream,无流量的帐户数,MEDIUM,TO_DO,True,0.6801424755120213,False,number-of-accounts-that-did-not-stream,https://leetcode.cn/problems/number-of-accounts-that-did-not-stream/description/,数据库
2075,2021,Brightest Position on Street,街上最亮的位置,MEDIUM,TO_DO,True,0.5814078452444922,False,brightest-position-on-street,https://leetcode.cn/problems/brightest-position-on-street/description/,数组;有序集合;前缀和;排序
2132,2022,Convert 1D Array Into 2D Array,将一维数组转变成二维数组,EASY,SOLVED,False,0.663037850696145,False,convert-1d-array-into-2d-array,https://leetcode.cn/problems/convert-1d-array-into-2d-array/description/,数组;矩阵;模拟
2133,2023,Number of Pairs of Strings With Concatenation Equal to Target,连接后等于目标字符串的字符串对,MEDIUM,TO_DO,False,0.7456609894566099,False,number-of-pairs-of-strings-with-concatenation-equal-to-target,https://leetcode.cn/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/description/,数组;哈希表;字符串;计数
2134,2024,Maximize the Confusion of an Exam,考试的最大困扰度,MEDIUM,SOLVED,False,0.6466758744840001,False,maximize-the-confusion-of-an-exam,https://leetcode.cn/problems/maximize-the-confusion-of-an-exam/description/,字符串;二分查找;前缀和;滑动窗口
2135,2025,Maximum Number of Ways to Partition an Array,分割数组的最多方案数,HARD,TO_DO,False,0.3458601968103156,False,maximum-number-of-ways-to-partition-an-array,https://leetcode.cn/problems/maximum-number-of-ways-to-partition-an-array/description/,数组;哈希表;计数;枚举;前缀和
2172,2026,Low-Quality Problems,低质量的问题,EASY,TO_DO,True,0.8007736943907157,False,low-quality-problems,https://leetcode.cn/problems/low-quality-problems/description/,数据库
2154,2027,Minimum Moves to Convert String,转换字符串的最少操作次数,EASY,TO_DO,False,0.668907031450768,False,minimum-moves-to-convert-string,https://leetcode.cn/problems/minimum-moves-to-convert-string/description/,贪心;字符串
2155,2028,Find Missing Observations,找出缺失的观测数据,MEDIUM,SOLVED,False,0.5312403759110804,False,find-missing-observations,https://leetcode.cn/problems/find-missing-observations/description/,数组;数学;模拟
2156,2029,Stone Game IX,石子游戏 IX,MEDIUM,SOLVED,False,0.4662326744411632,False,stone-game-ix,https://leetcode.cn/problems/stone-game-ix/description/,贪心;数组;数学;计数;博弈
2157,2030,Smallest K-Length Subsequence With Occurrences of a Letter,含特定字母的最小子序列,HARD,TO_DO,False,0.3849336870026525,False,smallest-k-length-subsequence-with-occurrences-of-a-letter,https://leetcode.cn/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/description/,栈;贪心;字符串;单调栈
510,2031,Count Subarrays With More Ones Than Zeros,1 比 0 多的子数组个数,MEDIUM,TO_DO,True,0.5448532451426209,False,count-subarrays-with-more-ones-than-zeros,https://leetcode.cn/problems/count-subarrays-with-more-ones-than-zeros/description/,树状数组;线段树;数组;哈希表;二分查找;分治;有序集合;归并排序
2159,2032,Two Out of Three,至少在两个数组中出现的值,EASY,TO_DO,False,0.7329131376797321,False,two-out-of-three,https://leetcode.cn/problems/two-out-of-three/description/,位运算;数组;哈希表
2160,2033,Minimum Operations to Make a Uni-Value Grid,获取单值网格的最小操作数,MEDIUM,TO_DO,False,0.4687224212220319,False,minimum-operations-to-make-a-uni-value-grid,https://leetcode.cn/problems/minimum-operations-to-make-a-uni-value-grid/description/,数组;数学;矩阵;排序
2161,2034,Stock Price Fluctuation ,股票价格波动,MEDIUM,SOLVED,False,0.4842464035747669,False,stock-price-fluctuation,https://leetcode.cn/problems/stock-price-fluctuation/description/,设计;哈希表;数据流;有序集合;堆（优先队列）
2162,2035,Partition Array Into Two Arrays to Minimize Sum Difference,将数组分成两个数组并最小化数组和的差,HARD,TO_DO,False,0.3947114223617484,False,partition-array-into-two-arrays-to-minimize-sum-difference,https://leetcode.cn/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description/,位运算;数组;双指针;二分查找;动态规划;位掩码;有序集合;排序
512,2036,Maximum Alternating Subarray Sum,最大交替子数组和,MEDIUM,TO_DO,True,0.3988666085440279,False,maximum-alternating-subarray-sum,https://leetcode.cn/problems/maximum-alternating-subarray-sum/description/,数组;动态规划
2148,2037,Minimum Number of Moves to Seat Everyone,使每位学生都有座位的最少移动次数,EASY,TO_DO,False,0.8513079272340991,False,minimum-number-of-moves-to-seat-everyone,https://leetcode.cn/problems/minimum-number-of-moves-to-seat-everyone/description/,贪心;数组;计数排序;排序
2149,2038,Remove Colored Pieces if Both Neighbors are the Same Color,如果相邻两个颜色均相同则删除当前颜色,MEDIUM,SOLVED,False,0.6378039910186268,False,remove-colored-pieces-if-both-neighbors-are-the-same-color,https://leetcode.cn/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/description/,贪心;数学;字符串;博弈
2151,2039,The Time When the Network Becomes Idle,网络空闲的时刻,MEDIUM,TO_DO,False,0.5624744940826272,False,the-time-when-the-network-becomes-idle,https://leetcode.cn/problems/the-time-when-the-network-becomes-idle/description/,广度优先搜索;图;数组
2150,2040,Kth Smallest Product of Two Sorted Arrays,两个有序数组的第 K 小乘积,HARD,TO_DO,False,0.49433204189984215,False,kth-smallest-product-of-two-sorted-arrays,https://leetcode.cn/problems/kth-smallest-product-of-two-sorted-arrays/description/,数组;二分查找
2185,2041,Accepted Candidates From the Interviews,面试中被录取的候选人,MEDIUM,TO_DO,True,0.7762541225481687,False,accepted-candidates-from-the-interviews,https://leetcode.cn/problems/accepted-candidates-from-the-interviews/description/,数据库
2168,2042,Check if Numbers Are Ascending in a Sentence,检查句子中的数字是否递增,EASY,TO_DO,False,0.7209546709413127,False,check-if-numbers-are-ascending-in-a-sentence,https://leetcode.cn/problems/check-if-numbers-are-ascending-in-a-sentence/description/,字符串
2169,2043,Simple Bank System,简易银行系统,MEDIUM,TO_DO,False,0.6718236213681203,False,simple-bank-system,https://leetcode.cn/problems/simple-bank-system/description/,设计;数组;哈希表;模拟
2170,2044,Count Number of Maximum Bitwise-OR Subsets,统计按位或能得到最大值的子集数目,MEDIUM,TO_DO,False,0.835673728063826,False,count-number-of-maximum-bitwise-or-subsets,https://leetcode.cn/problems/count-number-of-maximum-bitwise-or-subsets/description/,位运算;数组;回溯;枚举
2171,2045,Second Minimum Time to Reach Destination,到达目的地的第二短时间,HARD,TO_DO,False,0.5333779674728708,False,second-minimum-time-to-reach-destination,https://leetcode.cn/problems/second-minimum-time-to-reach-destination/description/,广度优先搜索;图;最短路
1992,2046,Sort Linked List Already Sorted Using Absolute Values,给按照绝对值排序的链表排序,MEDIUM,TO_DO,True,0.6368678629690049,False,sort-linked-list-already-sorted-using-absolute-values,https://leetcode.cn/problems/sort-linked-list-already-sorted-using-absolute-values/description/,链表;双指针;排序
2173,2047,Number of Valid Words in a Sentence,句子中的有效单词数,EASY,TO_DO,False,0.38121769166163927,False,number-of-valid-words-in-a-sentence,https://leetcode.cn/problems/number-of-valid-words-in-a-sentence/description/,字符串
2174,2048,Next Greater Numerically Balanced Number,下一个更大的数值平衡数,MEDIUM,TO_DO,False,0.6065858519371766,False,next-greater-numerically-balanced-number,https://leetcode.cn/problems/next-greater-numerically-balanced-number/description/,哈希表;数学;回溯;计数;枚举
2175,2049,Count Nodes With the Highest Score,统计最高分的节点数目,MEDIUM,TO_DO,False,0.5188268877863115,False,count-nodes-with-the-highest-score,https://leetcode.cn/problems/count-nodes-with-the-highest-score/description/,树;深度优先搜索;数组;二叉树
2176,2050,Parallel Courses III,并行课程 III,HARD,TO_DO,False,0.653478434627563,False,parallel-courses-iii,https://leetcode.cn/problems/parallel-courses-iii/description/,图;拓扑排序;数组;动态规划
2194,2051,The Category of Each Member in the Store,商店中每个成员的级别,MEDIUM,TO_DO,True,0.6241941600303375,False,the-category-of-each-member-in-the-store,https://leetcode.cn/problems/the-category-of-each-member-in-the-store/description/,数据库
2082,2052,Minimum Cost to Separate Sentence Into Rows,将句子分隔成行的最低成本,MEDIUM,TO_DO,True,0.4504814305364512,False,minimum-cost-to-separate-sentence-into-rows,https://leetcode.cn/problems/minimum-cost-to-separate-sentence-into-rows/description/,字符串;动态规划
2163,2053,Kth Distinct String in an Array,数组中第 K 个独一无二的字符串,EASY,TO_DO,False,0.7339340198321892,False,kth-distinct-string-in-an-array,https://leetcode.cn/problems/kth-distinct-string-in-an-array/description/,数组;哈希表;字符串;计数
2164,2054,Two Best Non-Overlapping Events,两个最好的不重叠活动,MEDIUM,TO_DO,False,0.5222788738638883,False,two-best-non-overlapping-events,https://leetcode.cn/problems/two-best-non-overlapping-events/description/,数组;二分查找;动态规划;排序;堆（优先队列）
2165,2055,Plates Between Candles,蜡烛之间的盘子,MEDIUM,TO_DO,False,0.4501987620281478,False,plates-between-candles,https://leetcode.cn/problems/plates-between-candles/description/,数组;字符串;二分查找;前缀和
2166,2056,Number of Valid Move Combinations On Chessboard,棋盘上有效移动组合的数目,HARD,TO_DO,False,0.6898010339965533,False,number-of-valid-move-combinations-on-chessboard,https://leetcode.cn/problems/number-of-valid-move-combinations-on-chessboard/description/,数组;字符串;回溯;模拟
2181,2057,Smallest Index With Equal Value,值相等的最小索引,EASY,SOLVED,False,0.7627882599580713,False,smallest-index-with-equal-value,https://leetcode.cn/problems/smallest-index-with-equal-value/description/,数组
2182,2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,找出临界点之间的最小和最大距离,MEDIUM,SOLVED,False,0.6095218270488878,False,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,https://leetcode.cn/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/description/,链表
2183,2059,Minimum Operations to Convert Number,转化数字的最小运算数,MEDIUM,TO_DO,False,0.5081401085347804,False,minimum-operations-to-convert-number,https://leetcode.cn/problems/minimum-operations-to-convert-number/description/,广度优先搜索;数组
2184,2060,Check if an Original String Exists Given Two Encoded Strings,同源字符串检测,HARD,TO_DO,False,0.41475826972010177,False,check-if-an-original-string-exists-given-two-encoded-strings,https://leetcode.cn/problems/check-if-an-original-string-exists-given-two-encoded-strings/description/,字符串;动态规划
2203,2061,Number of Spaces Cleaning Robot Cleaned,扫地机器人清扫过的空间个数,MEDIUM,TO_DO,True,0.5145024542614904,False,number-of-spaces-cleaning-robot-cleaned,https://leetcode.cn/problems/number-of-spaces-cleaning-robot-cleaned/description/,数组;矩阵;模拟
2186,2062,Count Vowel Substrings of a String,统计字符串中的元音子字符串,EASY,TO_DO,False,0.65413347845446,False,count-vowel-substrings-of-a-string,https://leetcode.cn/problems/count-vowel-substrings-of-a-string/description/,哈希表;字符串
2187,2063,Vowels of All Substrings,所有子字符串中的元音,MEDIUM,TO_DO,False,0.5443444006752954,False,vowels-of-all-substrings,https://leetcode.cn/problems/vowels-of-all-substrings/description/,数学;字符串;动态规划;组合数学
2188,2064,Minimized Maximum of Products Distributed to Any Store,分配给商店的最多商品的最小值,MEDIUM,TO_DO,False,0.5394009377843096,False,minimized-maximum-of-products-distributed-to-any-store,https://leetcode.cn/problems/minimized-maximum-of-products-distributed-to-any-store/description/,贪心;数组;二分查找
2189,2065,Maximum Path Quality of a Graph,最大化一张图中的路径价值,HARD,TO_DO,False,0.6842105263157895,False,maximum-path-quality-of-a-graph,https://leetcode.cn/problems/maximum-path-quality-of-a-graph/description/,图;数组;回溯
2208,2066,Account Balance,账户余额,MEDIUM,TO_DO,True,0.7911313717364277,False,account-balance,https://leetcode.cn/problems/account-balance/description/,数据库
2209,2067,Number of Equal Count Substrings,等计数子串的数量,MEDIUM,TO_DO,True,0.5387096774193548,False,number-of-equal-count-substrings,https://leetcode.cn/problems/number-of-equal-count-substrings/description/,哈希表;字符串;计数;滑动窗口
2177,2068,Check Whether Two Strings are Almost Equivalent,检查两个字符串是否几乎相等,EASY,TO_DO,False,0.7044202796215224,False,check-whether-two-strings-are-almost-equivalent,https://leetcode.cn/problems/check-whether-two-strings-are-almost-equivalent/description/,哈希表;字符串;计数
2178,2069,Walking Robot Simulation II,模拟行走机器人 II,MEDIUM,TO_DO,False,0.24134897360703814,False,walking-robot-simulation-ii,https://leetcode.cn/problems/walking-robot-simulation-ii/description/,设计;模拟
2179,2070,Most Beautiful Item for Each Query,每一个查询的最大美丽值,MEDIUM,TO_DO,False,0.6018974979071714,False,most-beautiful-item-for-each-query,https://leetcode.cn/problems/most-beautiful-item-for-each-query/description/,数组;二分查找;排序
2180,2071,Maximum Number of Tasks You Can Assign,你可以安排的最多任务数目,HARD,TO_DO,False,0.431270465735353,False,maximum-number-of-tasks-you-can-assign,https://leetcode.cn/problems/maximum-number-of-tasks-you-can-assign/description/,贪心;队列;数组;双指针;二分查找;排序;单调队列
